reviewId,userName,userImage,content,rating,thumbsUpCount,en_content,Funtionality,User Experience,Performance,Customer Support,Subscription,Feature Request
2dbc47e4-eec6-4ecf-9c9e-9f315d087e01,Nikolaj Krygin,https://play-lh.googleusercontent.com/a-/AFdZucrl1CFzUVcmOaNK2aPByvtkg2kNJEu8Ia9zB25tTQ,Здорово,5,0,Great,,,,,,
970c95e5-ca02-4483-bad3-d4ae3d966c02,Maryebelles Gonzalez,https://play-lh.googleusercontent.com/a-/AFdZucoWFdZzdcBct4wAH77BjpwjWpvrre8Tzy6G05OBvJc,Me encanta.,5,0,I'm lovin 'it.,0,1,0,0,0,0
d353b1f3-17bc-4fe1-bb0b-29a21e4252c3,Charlie Byram,https://play-lh.googleusercontent.com/a/AItbvmm3dgd6SYe5PFsrE3j0Qmrk8eLpSYR4veuuzwUO=mo,Excellent app,5,0,Excellent app,1,1,0,0,0,0
65d0b15a-9015-4a5c-a9a4-7c9d81ce0375,Linda SUE,https://play-lh.googleusercontent.com/a/AItbvmnAWqPvjtQbEkYijmMA1u9lRqqrrjfWaGkFxfmD=mo,Great might clock,5,0,Great might clock,,,,,,
74243847-b288-4a7d-b800-ea9ddbad3831,Suzain Waseem,https://play-lh.googleusercontent.com/a/AItbvmkQOlewSWQTDT9CSpWidFCcTFHya987fMEaPgk2=mo,Very nice,5,0,Very nice,,,,,,
edda7928-460a-4776-9c82-63c9d5d83229,Huberth Ruiz A.,https://play-lh.googleusercontent.com/a-/AFdZucpIA18ZqMQaPYQ6s4WlBg1oLYj-q4h8D1UzSEbDHA,Muy bueno! Tiene poca publicidad.,5,0,Very good! It has little publicity.,,,,,,
b7995e49-e424-4671-9109-c18e3dd2b06f,Jose manuel Cisneros,https://play-lh.googleusercontent.com/a/AItbvmnkXMx7R2wD1mPgkVhYzld76sNppDey8_n506wT=mo,👍,5,0,👍,,,,,,
e5e4dee5-6969-43f7-b973-19887597fcea,Hans Stachl,https://play-lh.googleusercontent.com/a-/AFdZucpdjAez3HABpA_sK37saa2f8iX-S2_h0yJ_l3bFVA,Super große Uhr mit guter Farbeinstellung,5,0,Super big clock with good color adjustment,1,0,0,0,0,0
2a83540c-dac1-498b-bf86-0a3f48ff67e2,REINALDO DIAZ GUZMAN,https://play-lh.googleusercontent.com/a-/AFdZucrwvvtsRK00VQcIvOEk1CjmnNbQoqaIapexgVj-0g,Fantástico display de número,5,0,Fantastic number display,1,0,0,0,0,0
ecbe3f47-267f-4202-a503-459d367fcf6d,Grecia,https://play-lh.googleusercontent.com/a-/AFdZucrDRzHej4Jt5xF7KXhW6m_DcM-1vcHUZZrhQbPTtQ,Sencilla y práctica,5,0,Simple and practical,0,1,0,0,0,0
cfb06826-d9d7-4ab6-a625-2e446da392e3,Lhadja Modira,https://play-lh.googleusercontent.com/a/AItbvml9x04r-D-AJm1vV_F68mIVWwO9qzDfWhwvJMrI=mo,Alatkar en,5,0,Alatkar en,,,,,,
c01d19f0-d1ff-4c3e-bec1-89086d5fbba3,Jonatas Morais,https://play-lh.googleusercontent.com/a-/AFdZucoPgfj-3oRNqPRlaCwjt-ZWkP8jRghT090SpLscSA,Excelente!,5,0,Great!,,,,,,
1688568c-26a2-432b-b71b-0f20ac45fd22,Rudi Ramadan,https://play-lh.googleusercontent.com/a-/AFdZucqK6DsWl2jCb-f7YMBASSWhTjzuvtDPUxhHGA4j,👍👍👍,4,0,👍👍👍,,,,,,
a147fcf0-7e61-43b1-8275-c6d5671ac7e2,Jailson Ferreira,https://play-lh.googleusercontent.com/a-/AFdZucrcgJNWzOd6Wra5uhbj_2ftVHvgeKeFHbAAGdKjmg,O melhor,5,0,The best,,,,,,
034dd93a-848e-493a-b135-b50dc36d0994,Alberto Bastos,https://play-lh.googleusercontent.com/a/AItbvmkKXTCMEQYTHdu6aoGwFtA7Sd7ogRL6Ua_peqAO=mo,Muito bom.,5,0,Very good.,,,,,,
cc73250f-799d-40a8-b12c-00dbf8dbe8a1,الزين ادم ابراهيم,https://play-lh.googleusercontent.com/a/AItbvmld7VF8o7ndf3DuGtb2LKe03GeiFbyaIkeWcaUD=mo,ممتاز,1,0,Prominent,,,,,,
3868606d-7672-4dbc-9a98-99216bdeb28f,Fredy De La Cruz,https://play-lh.googleusercontent.com/a-/AFdZuco5GsyZF7IlvP67WSxztkowrXP3hgCzejRFSWt3BQ,Muy util y buena,5,0,very useful and good,0,1,0,0,0,0
4a0b9f9e-2ed9-494d-8e5d-ee2888a3a0d8,SERGIO ORTIZ,https://play-lh.googleusercontent.com/a-/AFdZucq4QLmM8RzDIR23xHA8E09KJzR1vsDCw9CEoBpPqvA,excelente,5,0,great,,,,,,
67b5b61d-ad39-4f22-83c5-31a7b3d585f6,genesis gutierrez,https://play-lh.googleusercontent.com/a/AItbvmm7fuVuuyG9wswQq1lOTcnb0FvXbJBc6Ez7aMSR=mo,Esta muy padre,5,0,It's really cool,,,,,,
22e2b64a-f640-4794-a8aa-eb02604d9a07,Wilson Leon Comtreras,https://play-lh.googleusercontent.com/a-/AFdZucp1Po_vCN26USjwXGk9wYsWuTY9Fu4sHVuSnVXHqw,Bueno,5,0,Bueno,,,,,,
6156e31f-0b7f-46a6-b68c-2c996cc93d43,mojtaba ta,https://play-lh.googleusercontent.com/a/AItbvmmC5dOQVr8ZpPGEkgJyn_CCo_cC0Kq8LdOsOqxU=mo,سلام .. ار اهنگهای فوق العادهتون سپاس گزارم .. ممنون از موهبتتون فدای شما,5,0,Hello.. Thank you for your wonderful songs.. Thank you for your love,,,,,,
8ff9fd6e-cf7f-4019-8851-68f20e4533ee,Salfordian I,https://play-lh.googleusercontent.com/a-/AFdZucpKB1xbDWpW1RtTLrhD3gRDmWUK2jzlVrB8KUY,Brilliant,5,0,Brilliant,,,,,,
36b2f246-10d9-47cf-8f88-664f93f78b6b,Barry Farrell,https://play-lh.googleusercontent.com/a-/AFdZucq5eMSDi2Uv5rmJqTiBWvlZj7vJGF4rXP-rX9gJMqo,Pretty good for my purposes.,4,0,Pretty good for my purposes.,1,0,0,0,0,0
f744ede5-5e87-47d0-bb0d-d255c98c8ced,بيونق مين بيونق مين,https://play-lh.googleusercontent.com/a/AItbvmkyX-IPO6HHWBosnuGx14GS9VUCYfhKeBHLKPgi=mo,جميل جدا تسلم,5,0,very nice congratulation,,,,,,
558cbb80-f8e6-4ebd-919e-2e0b14f5cd85,fernando patiño,https://play-lh.googleusercontent.com/a-/AFdZucqwt9rpoHT3L6h6m9KtiErgc6X5GuPvis8zBdMQcYQ,El reloj está barbaro como se puede poner como fondo de pantalla,5,0,The clock is barbaric as it can be put as a wallpaper,1,1,0,0,0,0
b9bbbe4e-03e0-4e52-b4cd-e1c76e7c6842,wichian keawbunsri,https://play-lh.googleusercontent.com/a-/AFdZucrqyfbjzY4IlBv6cSudc8gUeSP849db_rJj8af4aA,ดีคับ,5,0,good,,,,,,
fc30d0ad-5fac-4c15-985b-7251db29a4c9,Mostafa Badar,https://play-lh.googleusercontent.com/a/AItbvmkrn2hZ0H0y-8l8M3n8Sjq_ydgKStFz0PifjLF5=mo,ممتاز جدا,5,0,excellent,,,,,,
6af5e198-f47e-4882-ac75-0f0b35e66dca,walter gil cardozo,https://play-lh.googleusercontent.com/a/AItbvmndABFPbQjxkq3rKVAZSkCGZDK8mXhV-EySK77o=mo,Bonita aplicación,3,0,nice app,,,,,,
5a1a0543-606f-491f-be56-4bdb58ffd60f,Salvatore laforgia,https://play-lh.googleusercontent.com/a-/AFdZucoDnIoV20sV9yzL4OMag6efQ59dVXjo8yOvgsF0tA,Finalmente un orologio fatto bene,5,0,Finally a well made watch,1,1,0,0,0,0
2e960088-1e45-4a9c-98b8-3342a63f4f5d,Hugo Marcelo Ortiz,https://play-lh.googleusercontent.com/a/AItbvmnILzZM3MPFSSaYNiSFjkzgZh6YDaTO7w_-nMRw=mo,Muy buena.,5,0,Very good.,,,,,,
f306131f-0ade-4edc-9150-ff0e98848e0b,علی احمد محقق,https://play-lh.googleusercontent.com/a-/AFdZucp2N9hy00c2tMTZ5sDtvkjHKl611ffn0KOCJr4Ajg,نصب نکنید اصلا بدرد نمی خورد چون پولی است.,1,2,"Do not install it, it is not worth it because it is paid.",0,0,0,0,1,0
b5c7f98a-a5ad-4553-bb5f-13b167d66668,Habib Molaie,https://play-lh.googleusercontent.com/a-/AFdZucrtYtTqonYTIrkOQSupViuyOaRq1-yo3tgbFgeK3g,ممنونم .... بسیار ساده و زیبا 👍👍👍🌹👍👍👍,5,2,Thank you.... very simple and beautiful 👍👍👍🌹👍👍👍,1,1,0,0,0,0
9210989b-a38f-448b-8e20-bf6d6cc00b9b,Traci B,https://play-lh.googleusercontent.com/a-/AFdZuco9maFUboz2nUK8r6L9hoSHDAp5y33BU_IuF6RkNw,"Love this app, seems like no ads and stays on all night",5,0,"Love this app, seems like no ads and stays on all night",0,1,1,0,0,0
84cc09ab-0b22-4685-8e47-662a83ad4b7b,mario bros,https://play-lh.googleusercontent.com/a/AItbvmniEet921_q5fSsiJqTp37QuqyRW6ARWnT0tkc_=mo,Baguss,5,0,nice,,,,,,
484923d8-7b8a-4199-bde6-c609b7ca1597,Almeri Campos,https://play-lh.googleusercontent.com/a-/AFdZucqAhJj621Oc9uaYibTEQvhf4BpUQnnREDweGLcqICQ,Aprovado!! Gostei muito,5,0,Approved!! I really liked,1,1,0,0,0,0
96010136-fa3d-4351-acd1-5abb317d5f13,sousou Lafeur,https://play-lh.googleusercontent.com/a/AItbvmkly5UD3CVnxMCVfyqCHBddlURG0CFrQPoBECq6=mo,ممتاز,5,0,Prominent,,,,,,
cba0d041-5509-4dad-b866-aefb90b86a19,estelle martin,https://play-lh.googleusercontent.com/a/AItbvmkhL7RKzHI8TcPinAcYJcMHeE-DxMqk28IaSrK6=mo,SUPER,5,0,SUPER,1,1,0,0,0,0
d19e2b0d-2ac3-4481-b2f3-b57ca302a368,Joop Toppers,https://play-lh.googleusercontent.com/a-/AFdZucpeXozrmv8QZbG88SyEV5cGSM8tFZYVcr6YVDKj4Q,Top klok,5,0,top clock,1,0,0,0,0,0
48f9294e-3358-4a14-a0c3-44a17e77e095,Aurora Boreal,https://play-lh.googleusercontent.com/a/AItbvmlx5vkKJOQR619qkY8-WWuBlhd0QuIUuOztsEPR=mo,Fantastica,5,0,Fantastic,1,1,0,0,0,0
a8048312-dd9b-4e4b-84f1-8b967a1891f8,Blessed Life,https://play-lh.googleusercontent.com/a-/AFdZucr8UfGxWA9A2zEPl_kbxdoAwmOVE76Ug5NzmviY,Perfect for what I needed,5,0,Perfect for what I needed,1,0,0,0,0,0
af0eb16f-bf99-4484-9bdd-b36600ca595e,Graham Carabine,https://play-lh.googleusercontent.com/a-/AFdZucpEllHjutUJw2j1J6gRGsUuWQkSTfhoYRxGCpBB,Good clock no problems,5,0,Good clock no problems,0,1,1,0,0,0
103b8324-df79-4158-b3e0-5b88083bd65e,Carmen Butler,https://play-lh.googleusercontent.com/a-/AFdZucoYELASw60lvvZ2JnOc7PBzZuFiyBR70xMP-bt-,Love it,5,0,Love it,,,,,,
7eea5cd0-4f36-4c65-aa58-d302a1e214b9,Anthony Coffey,https://play-lh.googleusercontent.com/a/AItbvmn2uEmGjcgLljuSOFW7aywy4aZqDVCy-5V0cg=mo,"Excellent app, a friendly clock to see at night wherever I go.",5,0,"Excellent app, a friendly clock to see at night wherever I go.",1,1,0,0,0,0
cf795f69-74e2-42a2-ae19-a506060a0a57,Proximo Astra,https://play-lh.googleusercontent.com/a-/AFdZucpnfErETivGESGxsP9wZnlZoRVs-A2yAZqfSr4Z-Iw,Good clock.,5,0,Good clock.,,,,,,
affa8ec3-44eb-4776-a265-796fff2fb8b6,Paula Menyweather,https://play-lh.googleusercontent.com/a/AItbvmkZ7QI8GJGOmWfFQrfaBHk1nBPo5nkb8pM9764Q=mo,"too big for my eyes at night, but thank you for the app",2,0,"too big for my eyes at night, but thank you for the app",0,1,0,1,0,0
fe60f1b5-76fd-4250-8023-ac18a43fbd04,Jaime Alvarado,https://play-lh.googleusercontent.com/a-/AFdZucpid7YWPf5DRINFSxp5PO3BTeEFISuZ5HdjALghzA,Exelente App.,5,0,Excellent App.,,,,,,
b60be429-ee57-4d45-9652-4b8058af2b40,Natalie Mitchell,https://play-lh.googleusercontent.com/a/AItbvmkdHzTPzd2kkJNTyTk1u_oj6Fd5CC56R_xsawqy=mo,◇Red!♡◇,5,0,◇Red!♡◇,,,,,,
513030ee-42c9-4d84-a0c8-17059904727f,María de Lourdes Padilla Padilla,https://play-lh.googleusercontent.com/a/AItbvmkOzrVMzws6-Ur4kCpO3J60mXV0wf4ujZ8NddY=mo,Mut buena,5,0,Very good,,,,,,
508513b0-0605-490b-98ad-637494affc97,omar,https://play-lh.googleusercontent.com/a-/AFdZucobFv3kx6UdmueOnVIHqolQWNBnfNrbJZWt33pLPw,Good,5,0,Good,,,,,,
32ae90d4-f90b-4bb8-b370-00b23174e821,Hittavalli Krishna Murthy Prakash,https://play-lh.googleusercontent.com/a-/AFdZucoLE_qDw7UQr6xKnz-_Qk3VfGiw2BryIkpBevRz,Nice,5,0,Nice,,,,,,
296c4b09-c756-4943-8d96-8fa228066c83,JAIME ROJAS,https://play-lh.googleusercontent.com/a-/AFdZucqr_6KS3SENNg_rcESsAbI8d2SmvqDp-gJF3ZscmQ,Hasta los momentos es una aplicación gratuita muy práctica. Cumple con lo básico.,5,0,So far it is a very practical free application. Get the basics right.,1,1,0,0,0,0
6009c4ad-1dca-4caf-84bb-ded50b3183d3,ali 9asem ya7ya al saf7i,https://play-lh.googleusercontent.com/a-/AFdZucpBGWnepkXHRbzViD6jsd9eRMIBZx3zRk5HST3CYmE,لا بأس,3,0,There is nothing wrong,,,,,,
4af49367-1138-4d19-9683-e30034828348,Claudio Vendittelli,https://play-lh.googleusercontent.com/a-/AFdZucoEVpUqHyb-9h2OookwhOfKCpFRm618OTdVK3uX0A,simpatico ed accantivante!!!,5,0,nice and charming !!!,0,1,0,0,0,0
35378c4e-f171-442b-a220-9920558fdf59,hugo berretta,https://play-lh.googleusercontent.com/a-/AFdZucpVRn0yL-tcWw96_7j892L9qrkHK92sYU4VQAe3,Muy buena app,5,0,very good app,,,,,,
44b40032-fbcf-4313-857e-37f77ce67baa,Dominic Rankin,https://play-lh.googleusercontent.com/a/AItbvmkEjBLxFQwEuh-7ScKFzpW-_fRWJqvM6g198nb_uA=mo,Easy to to use digital phone app.,5,0,Easy to to use digital phone app.,0,1,0,0,0,0
a16d60e6-b9c1-4f7c-9b0f-8b76cc6fe2a4,KUROASHI SANJI,https://play-lh.googleusercontent.com/a-/AFdZucrOjFL4pp6N7LBZ5l5qf0_Pvl-pz18eneIjAK3JOn8,nice nice,5,0,nice nice,,,,,,
8c745147-29d4-4317-b7d3-41c075c9d73e,JOSE LUIS DAVILA CASTRO,https://play-lh.googleusercontent.com/a/AItbvmkRm8VZYYIRohN5ttnlynxSt7lkkl4AdNp0TSbu=mo,Muy bueno,5,0,Very good,,,,,,
abe92585-7f6c-4c45-8d19-7a368a8eeb33,RICKY GRAFIC,https://play-lh.googleusercontent.com/a-/AFdZucqEGjb_R729HmdOqnTOWoEjVWLaB6zBfnzPx5XU,Buenísimo,5,0,great,,,,,,
362bb7e3-41ee-4c00-a9fe-09095032173b,Werner Gusenburger,https://play-lh.googleusercontent.com/a/AItbvmn3Nzbw3njByx2Y5vFNftrqrfY_1BtxxOOav6Qy=mo,Optimale Größe...Alles bestens.,5,0,Optimal size...everything is fine.,0,1,1,0,0,0
24af10b6-da1c-478b-99c3-c494a847a4e8,Luis Maldonado,https://play-lh.googleusercontent.com/a/AItbvmkcWPYASc_oP820WzHRsdm76qViWbcSF1nCUX37=mo,Bueno,5,0,Bueno,,,,,,
320b6fb9-a910-4959-a33e-270fc3339105,Yoel Figueroa,https://play-lh.googleusercontent.com/a/AItbvmmUGniTYkjbEOuRv1PDAHi45LWpEoStAwQGGr5S=mo,La aplicación de los mismos es muy buena,5,0,Their application is very good.,,,,,,
d1358071-bdad-4035-b2f4-f6bded75da55,Гала ГАЛАктика,https://play-lh.googleusercontent.com/a-/AFdZucp92TZgqnbhwz66N6rA6xYK5RD1cVJzAAy3Bygn,Отлично !,5,0,Excellent !,,,,,,
ddcd2695-7309-4a94-a4d6-ce13ebcd5d41,Benedicta Quevedo Rosas,https://play-lh.googleusercontent.com/a-/AFdZucqeKFWFI4oJONYlprCCW5O_a_NH-3et6m-2ML7Srus,Bien,5,0,Good,,,,,,
8a904231-737f-4143-acf3-4f15879095a8,Osmany Valdes,https://play-lh.googleusercontent.com/a/AItbvmmtwfalNAEz5Qn8YJRGd2I0rxmMKE8zGLmmwfEd=mo,Excelente,5,0,Great,,,,,,
6516d332-3f5a-4d06-a444-1881d5f1a135,juan zevallos,https://play-lh.googleusercontent.com/a/AItbvmn12iLrty9u5b1QiXeYuxAcWIOcblhCX9KmXEt4=mo,Recien lo estoy usando y m parece genial muy práctico,5,0,I'm just using it and it seems great very practical,1,1,0,0,0,0
51f7db2a-4992-416c-ab2f-c3a9e67e83d7,AbdulWasiu Olawale,https://play-lh.googleusercontent.com/a/AItbvmnS4GhS0O6GHfdthJXTY83pxpG639ej1ZH19IYg=mo,Very nice app,5,0,Very nice app,,,,,,
28638129-16e2-485f-9b72-f673996abd4b,Haj Kadiri,https://play-lh.googleusercontent.com/a/AItbvmk-EIEGiBBad19df6BGMu92GvbgDF3tzTUj6hVy=mo,ممتازة جدا,5,0,very good,,,,,,
1fef650e-26a6-42b9-8def-ae51571d1602,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I don't understand this app because it only shows the clock when I open up the app, the clock doesn't stay on my home screen",1,0,"I don't understand this app because it only shows the clock when I open up the app, the clock doesn't stay on my home screen",1,0,1,0,0,0
1a9c93c8-770a-42fa-a3b4-a457dce9d84e,Helius Cienfuegos Obroudens,https://play-lh.googleusercontent.com/a/AItbvmmM-r1uDPIofWEkU0KVQzrByU9Ed1KGOeZMGLL7=mo,Cumple lo que promete. El formato grande es útil para que lo vean varias personas. Me ha resultado útil.,5,0,Delivers what it promises. The large format is useful for multiple people to view. It has been useful to me.,1,1,0,0,0,0
7820dc7a-6d1a-449f-a92d-81da0f93ae82,Bro Anthony,https://play-lh.googleusercontent.com/a/AItbvmmuAnJkhjhU0Yfk_GybyEuu_70SRfhk8FZfHoMe=mo,Super,5,0,Super,,,,,,
2aad138d-791b-41ef-b82b-385b94b58544,Hans Schmeing,https://play-lh.googleusercontent.com/a-/AFdZucoNxwff_ql0DMtwLbZjjnVarakbjsbKTYyBEOsqmw,"Fijne app, eenvoudig en doeltreffend",5,1,"Nice app, simple and effective",,,,,,
