reviewId,userName,userImage,content,rating,thumbsUpCount,Funtionality,User Experience,Performance,Customer Support,Subscription,Feature Request
4ac9002e-cb9f-4856-a448-4286d0838c86,Sanjay Kale,https://play-lh.googleusercontent.com/a-/AFdZucrE6iktIY8ftJnOKTeN8mk6YMgdz3HB4YCq0smRVQ,Very good uses,4,0,,,,,,
8ee58e61-0957-4a8f-8222-c954480bf87f,Abhilash S,https://play-lh.googleusercontent.com/a-/AFdZucqVf3SxSYPrfjNGAYOY1z5u2z95FQFu1k36Wx5TKg,Super,5,0,,,,,,
f5038040-9fe0-455d-9c65-0fefefcf3e66,ramlal2277@gmail.com ramlal2277@gmail.com,https://play-lh.googleusercontent.com/a-/AFdZucoC4DOS_eba_o9TG8xkCoMdsrNaXreWzecfB2hDqA,बेहतर अचा है,4,0,,,,,,
c5f922c4-6725-4ce1-a4c2-2fe381b5daa8,INDO_AS GAMING,https://play-lh.googleusercontent.com/a-/AFdZucpckCacMdzzCxPWT7SQQVa4EmQC3AO0hkdP5cL3,"Exact emi can calculate from, very easy to use. Thank for making this app",5,0,1,1,0,0,0,0
c5d9fff0-b574-4eb6-bb6f-415adc6dc8e6,tejesh reddy,https://play-lh.googleusercontent.com/a-/AFdZucpp13RWDMVsavR3kD4v3y6mYM-COpDz2GYPE7rTwA,Too many adds,1,0,0,1,0,0,0,0
c9dbde6f-61ef-4552-9670-d862d62550db,Gama Singh,https://play-lh.googleusercontent.com/a-/AFdZucpfciZ0s_c_6IFH7hdqBll2rMSszWsilRBJZR-7WA,Works very smoothly and calculations are correct. Easy to use.,5,0,1,1,1,0,0,0
d07e7bae-1d76-4f01-b06b-86824ca75644,Sukmit Gurung,https://play-lh.googleusercontent.com/a-/AFdZucrz4VjYMwQbSpjkCNX0bspimsyquEiKwUZNQ8F0iA,Excelent,5,0,,,,,,
db5e1dbd-6b0d-4037-8fd0-a4eecdb5fb2d,Lingala Naresh,https://play-lh.googleusercontent.com/a/AItbvmmEOisqVlhZ0SplQjYIdJqdplCxxK4Nl12LFqE7=mo,Nice,4,0,,,,,,
6dbc097a-6607-4582-b332-e9c57ff2026b,vicky borde,https://play-lh.googleusercontent.com/a/AItbvmmUi8ySGFRZh0qHZX664NT8VZGjYRnNardXpo8_=mo,Very good apo,5,0,,,,,,
5d8f18bb-50e0-476d-9e5b-be343018095d,prabhu arutagi,https://play-lh.googleusercontent.com/a/AItbvmnBmkFd7d771BY1Kr4gPxUm_STLTQwnbzbcspiV=mo,Lot's of ad coming,1,0,0,1,0,0,0,0
75f16bf3-d6a3-4d10-a0a4-229ee900052e,soulful,https://play-lh.googleusercontent.com/a-/AFdZucpDo89lgdKM_Fj1gbJAXbTmRrUw_McyRuC8o2jC,Good app,5,0,,,,,,
e7c3a50e-cab5-4adf-838e-11da67340f59,Taifur Al-Mamun,https://play-lh.googleusercontent.com/a-/AFdZucqYdizEeqosXT3p-qd9GFGZRz3MtIisRDdAs9Tb,Good,5,0,,,,,,
97fb3e34-e01f-4559-9ea0-623708212b11,Indra Prasad,https://play-lh.googleusercontent.com/a-/AFdZucqHPoCA6Pxbg9QTu4MQSpN5b9a3RbETBWKJAV-qChI,😀,5,0,,,,,,
f91eab96-15dc-401d-ad87-8d0bd32c36cf,AMIT SHARMA,https://play-lh.googleusercontent.com/a-/AFdZucop9ObS40otwHoTxyACQQTtZ54SkCAYvtUAyPfwqw,Add app. Not EMI calculator,1,0,0,1,0,0,0,0
f096d23e-0ac6-4582-bf9b-64600b5a5a99,Rohan Rilkar,https://play-lh.googleusercontent.com/a-/AFdZucphyB66jGpzFSRA40xp71xa8O_OYJf0R3jj5LLrkQ,I don't wanna give 1 star to this app but due to the recent update the App is not runnin. Actually it's not getting start. Whenever I try to start the app it automatically gets out of the app on Home screen..,1,25,0,0,1,1,0,0
033e007c-077b-4317-9d02-075f96a612da,Abhishek Dalmia,https://play-lh.googleusercontent.com/a-/AFdZucr3PlLoYa7DwP_z_0ZsiNHnBziXdtgjnYZrlO3qLQ,Ads Ads Ads. By the time app will let you input numbers you would have lost patience.,1,0,0,1,0,0,0,0
7fbeb1cc-10b6-4068-bc1c-4675eb417f47,Danish Danish,https://play-lh.googleusercontent.com/a/AItbvmlaLtqScUJCVl4jVpFWWNgO_FQ6LNgzghjRnZqw=mo,Good,4,0,,,,,,
31a1737d-7356-4732-9b07-b4cd587ba8d9,MD. SOHAG ALI,https://play-lh.googleusercontent.com/a-/AFdZucpvQMGIP44c_-gsJYiHVcgYvG7gzvJqkKgB1TGD,অতিরিক্ত এড,1,0,,,,,,
1a9d4dd2-8c84-4710-ab9d-b2ade8828dd9,PRITAM jii,https://play-lh.googleusercontent.com/a-/AFdZucrQVU4f1l5Psd1GR_I4NKoLsVipD37n2SQEMeX6pg,Cgu,4,0,,,,,,
066cb66a-aac5-4ba9-921c-862b8d62a570,OM PRAKASH ROUT,https://play-lh.googleusercontent.com/a/AItbvmm36sJSh1CKgOTn3r5Y_isShWStKdCojQsUuq0m=mo,Good,5,0,,,,,,
f125cdb2-2095-4bd3-bda2-19270b0432e4,Uddipta Ray,https://play-lh.googleusercontent.com/a-/AFdZucoFAHIJATxLsXHPCl0UH6BWjIsdV7J8iq4jDmWOhw,Too much adds,1,0,0,1,0,0,0,0
4d2fe5f5-da21-4f37-8515-0406b317223b,Dhaval Vaghela,https://play-lh.googleusercontent.com/a-/AFdZucp4SGtjuSfI0NZuAKPvK8fOz64R3hVjdhvJvTg1WA,Not working,1,0,1,0,1,0,0,0
0dab5153-66d8-48e8-acd1-d129ee1871fe,Neelu Galhotra,https://play-lh.googleusercontent.com/a-/AFdZucpao8j0QiK1owyYkywUUUBXiyf97YVXsBZJu0vAuA,Good,4,0,,,,,,
ca194071-cde1-4345-8fdd-64aef42c3162,Swapnil India,https://play-lh.googleusercontent.com/a/AItbvmk75h8kw5_ID7B1EdltzeMuaNdfTUkzpTFtjL3A=mo,Very good 😊 I am happy to use it,4,0,,,,,,
7d905d45-7b41-4abb-b20a-a699fc3f5b3f,shanky kansal,https://play-lh.googleusercontent.com/a-/AFdZucoLDEODgY_lch-3diVOPwaHSZ0hq4qEG8TYSjg2Jw,So much advertising,1,0,0,1,0,0,0,0
979cfa65-fa18-47dc-ac78-bcd0a567c2e8,Mahesh Gowda,https://play-lh.googleusercontent.com/a-/AFdZucrV1kVxw6k8VJRbbgnhGL6cITk5lxaun6emrtgyRg,Nice,5,0,,,,,,
db95c1ec-3690-4fa9-aab9-ad7d3949570d,Dhiraj Pal,https://play-lh.googleusercontent.com/a-/AFdZucpspe8mleWQe1I68KrOFkIQpn-Bh5AGlX7gKysbqw,Worest ...add...add...add...add preshan kar liya every second add,1,0,0,1,0,0,0,0
3072142f-3e18-40e1-85e0-32932ee71fe8,Lucky Singh,https://play-lh.googleusercontent.com/a-/AFdZucpquS1_cUJVAUSd7PHN97vIPBQjIeVkpbN_wQcl0Q,Very good emi calculator. Easy to calculate any loan amout in seconds.,5,0,1,1,1,0,0,0
658508a2-32a5-4276-aed4-1ccd76d3c866,bommireddy sravana kumar reddy,https://play-lh.googleusercontent.com/a-/AFdZucqkLLPZvB94-qH7m0iVj-1wxLSn0z-GGn0jn2Gv,Good app.easy to calculate intrest in banks%,5,0,1,0,0,0,0,0
fa2cf533-5383-444d-84de-fed3da9ef159,Rajeev Kumar,https://play-lh.googleusercontent.com/a-/AFdZucogsVqQeCyF81dAYHB1b39kfJbmtWSZ6nz_V693JQ,Good,5,0,,,,,,
a8343d0e-beaf-41dc-8988-0613eb4041ef,Megha Mittal,https://play-lh.googleusercontent.com/a/AItbvmmXULtIUaOL-pRIE2tjkQj_PWRXKkCQ8YCOMCAG=mo,"Good, ad should be less, what about sharing details on what's app of somebody's emi",5,0,0,1,0,0,0,1
760d508d-c7d7-40de-bcbc-72c98c63d7ae,Mahesh s,https://play-lh.googleusercontent.com/a-/AFdZucod5QIgiQJ45_slmCHaGopDe37dER2Q4TH_8ZNelA,Good,4,0,,,,,,
5ecea351-25e9-4de5-9788-ac6b317fbcfb,Soham Chongdar,https://play-lh.googleusercontent.com/a-/AFdZucrOsWSV1LqweffdKejlxPZ53dYvvlsI1wsCM59A7w,not running,1,0,0,0,1,0,0,0
8e916ff5-c2f3-4e4c-8437-82a3f16d6c9d,binu raj,https://play-lh.googleusercontent.com/a/AItbvmkSGGsWcP44ZhAQBOnvC13aYzqgi22VPPq-al4C=mo,So many disturbing adds..,1,0,0,1,0,0,0,0
e2dfb991-d159-49a8-8bd5-5e4f164de3a9,Rajiv Mishra,https://play-lh.googleusercontent.com/a-/AFdZucpyJ5EG3CBPRT8pv1KWSBHnIqxRw2FV472tTPauNA,Best calculator,5,0,1,0,0,0,0,0
f42f47ee-3c21-4abe-8ba4-8886f4e30e2a,nitin rasal,https://play-lh.googleusercontent.com/a-/AFdZucoKD4Bj1z_atCGhLw9haPPjaVAI7MjFveKeNLFdWw,Nice app. Easy to operate.,4,0,0,1,0,0,0,0
352608dd-8b21-4691-9f71-b87e76707119,S Mishra,https://play-lh.googleusercontent.com/a-/AFdZucprrmukkOfC2OodNt1Tywbn3rqm6kQo-bIDCuXaJg,Too much pop up ads,1,0,0,1,0,0,0,0
c7a5acfc-fc39-488c-bd19-8c482fc3f361,Jaya Kamthe,https://play-lh.googleusercontent.com/a/AItbvmngVtzzJUl5F0FDaQ8WeW-O4SSZuyzCDcc2ZVNU=mo,Nice app,4,0,,,,,,
f96dc05f-1c4c-41a8-8101-d083668aac9d,Ghk Gk,https://play-lh.googleusercontent.com/a-/AFdZucpHR-evIFuvJmvLHJpY8jRPk0jH2oMqDIEG51NmDg,Why not open this app? . Basically this app very poor.,1,0,1,0,1,0,0,0
ca1f7072-ccdd-403f-a7da-56434ce60d7c,Jaspreet Singh,https://play-lh.googleusercontent.com/a/AItbvmnRamGAIC-ZwD7t0IpaRHvCWUjNG0Q7-E3Pz9Ak=mo,best app,5,0,,,,,,
1474106d-3587-4398-8ee2-0e3afa3d3cf1,PARIMAL MANDAL,https://play-lh.googleusercontent.com/a-/AFdZucq9X6k7i9sVmrJycu3wv6UfbseVBwspJ6x2YH5GoA,Outstanding,5,0,,,,,,
770e2b7d-13d9-4749-80d2-b095863616d9,jaiprakash dwivedy,https://play-lh.googleusercontent.com/a-/AFdZucpRFvB5eanVupZZfpf1s7hW8JaeCAiSWxFemf9e,Rty,2,0,,,,,,
9b78bec0-e5f1-4063-aa13-5d6474f5e8a9,Arindam Mondal,https://play-lh.googleusercontent.com/a/AItbvmmpfZOXO0e_04SpvAwJtvaIe9SMku0biVCx5fQ8=mo,"Very irritating,not able to work due to continuously advertising",2,0,0,1,0,0,0,0
d655c996-0f6b-47e5-8995-da4ebb268ec3,Amit Singla,https://play-lh.googleusercontent.com/a-/AFdZucrMeKa1yGRuIRCa9A02qJlzMgOsjveT9ebBoAuVBw,Good,5,0,,,,,,
05f3d8c0-48eb-4354-b213-ef65d5b26976,Ankan Mukherjee,https://play-lh.googleusercontent.com/a-/AFdZucqlRgWePJ47onmeVjPySmUK9GEnybJuh1mgifO2nQ,Extra permission access......,1,0,0,0,0,1,0,0
9a5b68d9-7369-427a-8770-eb7b902550cf,Loukesh Verma,https://play-lh.googleusercontent.com/a-/AFdZucq6noskxlDwdCOsUUn7bx8WdvcOKme2eV3Dzi6w,Good,5,0,,,,,,
b46677a1-8fc8-4026-8fc7-56b24073565a,Amit Dua,https://play-lh.googleusercontent.com/a-/AFdZucoe0De7eA3zNR68BDpFH23U59ORR2xtQhGUsrE2wns,Only ads come in this app .3rd class,1,0,0,1,0,0,0,0
a39efb11-5cdf-4ca8-b214-5df6e0076893,Mahesh Khatri,https://play-lh.googleusercontent.com/a-/AFdZucpEJ1kZakbPM9G0hDNgLlnuPuob7j2j6jnB-ZCv,Too many ads,1,0,0,1,0,0,0,0
8699c1e9-682b-43b2-9e83-7d581623b355,Ratnesh Kumar Barnwal,https://play-lh.googleusercontent.com/a-/AFdZucr7DljbZTu_cR6vPfwQqTM776g49GNqGR2H8BmMcg,बहुत ही बढ़िया एप है,5,0,,,,,,
b03f0a9b-8231-48aa-ae5c-8439c4cc136b,Lakshay Jain,https://play-lh.googleusercontent.com/a-/AFdZucqqyOFQTfPsjE9itBc5z9c1edWC9Wap5bUhLKGMPcc,Calculator is not working,4,0,1,0,0,0,0,0
7c6a9c9c-c512-4a68-83ce-7642d32cd520,Rahul Chakradhari,https://play-lh.googleusercontent.com/a/AItbvmkFX1I0L75XlHsDmrskU_C-ysOcUG5f6pgiKmtQ=mo,Good but not effective,1,0,0,0,1,0,0,0
926404be-844b-4479-893e-d140baf948ce,Virendra Kumar Sharma,https://play-lh.googleusercontent.com/a-/AFdZucp-jt14zwgVhlCuVHKASHJ4MNzR2muU7iXPLkTW,Hi good,5,0,,,,,,
10a02551-3a58-4924-8bb5-ba16ac5e0109,Birudhaviraj Viraj,https://play-lh.googleusercontent.com/a/AItbvmk1kxah0eWH9CyvnFUNb8X-bBLtRGgkL5i2CwU=mo,Easy to use,5,0,,,,,,
24a26f70-4374-48cb-ae3a-c01a1e1490f3,Gaurav Chaudhary,https://play-lh.googleusercontent.com/a/AItbvmkyATktdqFPiiFcJFVB0bqjOn3ckxiJO8dwXGd_=mo,App not working.,1,0,1,0,0,0,0,0
268dd2a9-da6a-4643-a49e-dd5f4b3832bb,sushil kumar rai,https://play-lh.googleusercontent.com/a/AItbvmnUtUGr9KRRsktpOFkrJglE98Fs2ek8BufUA0yF=mo,Good,5,0,,,,,,
4faf27eb-6bc0-4d37-8432-b3f9e0c32eb6,Ranjit Kumar,https://play-lh.googleusercontent.com/a-/AFdZucpEHSEHM8SAH7abrbFm9GkRgzEzhbcSWM25C8Z2Vw,Good,5,0,,,,,,
b9bd2805-a950-4e8c-ac92-48205f31363d,BAJRANG LAL,https://play-lh.googleusercontent.com/a-/AFdZuco6gjcx1Hx0aICLe19eOqYHqmlIob-qiAGE8alU_w,Good,5,0,,,,,,
7c7036ed-9a33-4f07-9138-bbddba9c610a,Chanchal Kumar,https://play-lh.googleusercontent.com/a/AItbvmmuNbZYqtoaCvewuQVkd_tbQlAdg03uTbaW0aCg=mo,After update this app is wrost & irritating app. Please don't install this app. To many add. Irritating 😡😡😡😡,1,0,0,1,0,0,0,0
a0909063-ac79-4503-8ef9-b71846a73e19,Rathod Gokul,https://play-lh.googleusercontent.com/a-/AFdZucr0n-YAa02thMyhU0w8u7-xtvt02z-Khv5KUUlPOA,Good,2,0,,,,,,
2d99ff2f-bd09-42fd-973d-bfe08fce49d3,Vijay Kumar,https://play-lh.googleusercontent.com/a/AItbvmkQUwUUtx-bWWGfLiAmtax6S6D6bg1nOUEvvQsi=mo,Exilent,5,0,,,,,,
e97576ff-0c64-473d-905a-14fb257700e6,Ashish Gulhane,https://play-lh.googleusercontent.com/a-/AFdZucpBp7eyMf0KTS-aAgbKe3i9KsQcXek9x5tMj2lnKQ,Don't use it lost of Add on this App,1,0,0,1,0,0,0,0
23d315fd-660b-4f41-af4a-29a9e75577ab,yo yo Manish Kumar,https://play-lh.googleusercontent.com/a-/AFdZucowpaFb5AefqNoosgakJIhGHEyLH3AQbQoQfTLLpQ,Fake app,1,0,0,1,1,0,0,0
e0a3c23b-9c1b-40b7-9315-2385acaf3fdd,Sheetal Nayak,https://play-lh.googleusercontent.com/a/AItbvmk9CYb_O4FLz6lPO65t0gFx-YSrpkYuQ8OQZf6m=mo,👍😊,5,0,,,,,,
b03cc6b2-c8c0-420b-8e7f-71257c062b56,Sanjib Mojumder,https://play-lh.googleusercontent.com/a/AItbvmm89zT9gDrB0kYBzOne7HBQzHoNShfvL_2GuvH2=mo,Ok,4,0,,,,,,
25dbab5a-9d9d-48c9-8a2e-5c0796fdd414,Shiv Kumar,https://play-lh.googleusercontent.com/a/AItbvmkADoBrR2UR5SdrJln-2YMWgBD9XVXkPtRWnOHo=mo,This app very useful,5,0,0,1,0,0,0,0
69db771d-6869-4735-8bfb-34f04fe77ae5,MALVIKA SHARMA,https://play-lh.googleusercontent.com/a/AItbvmnMF-o01XkvogyeJUVDI1PYtQkF7jh3wx4myxh4=mo,Only one problem aap not open to fastly and more ads disturbed me that's it otherwise EMI Calculator is best,3,1,0,1,1,0,0,0
3253e68f-1f6b-47d2-b062-af9051fdc7e5,Gourav Dey,https://play-lh.googleusercontent.com/a-/AFdZucrkwjpZ8IIM-vbHA0iLXOcofy5L4q_lwlQ3Sgbuvw,This app is bank employee help parson it's home loan vreey ezy calculate for emi..,5,0,1,1,0,0,0,0
7d265577-ec15-4776-bd2c-8f22e1dd05ff,Eswara Rao Karanam,https://play-lh.googleusercontent.com/a/AItbvmmhlUlGcl0JnQL9Pu6c1LultJNy43aD4NXyTxtS=mo,Good experience.,5,0,0,1,0,0,0,0
a25d5d4d-03a0-44b9-95c4-de2efd4b12e0,Mosim Shaikh,https://play-lh.googleusercontent.com/a-/AFdZucrTecBENSi8wyyIf9aQIoMlPyG4btdtBuhWI2sJNw,Nice,5,0,,,,,,
44d08017-bbdd-4d61-9559-8a287d77d512,Gonzalez Daniel,https://play-lh.googleusercontent.com/a/AItbvmlPR4OpydZkoFNKbBukAPWwJV2zV0_bHTdRKsNh=mo,Fácil de usar,5,0,,,,,,
4739beec-b3f0-46f2-83b2-98f7989f30aa,basavaraj t,https://play-lh.googleusercontent.com/a/AItbvmnOz-YFVr__QCB7xGNPOzEk6gAWsP2IU4jdPxW1=mo,Waste app,1,0,1,1,1,0,0,0
6a701f11-192e-4e09-8a59-59a490dd6f6a,praveen rajput,https://play-lh.googleusercontent.com/a-/AFdZucop80FWsfWtXPw9xL-CUhkcyoDzgDL367ufEN5AdRM,Good,5,0,,,,,,
19323676-ac89-4c28-a5e5-2cb754fe8010,Jay chamund wood art,https://play-lh.googleusercontent.com/a-/AFdZucqkqsx7-hlY2blLmF4-yqagy5PCa5KtTsh00rpQ9Q,Nice,4,0,,,,,,
9490739e-f563-4788-bc4b-0421872f396b,Anil Kumar M,https://play-lh.googleusercontent.com/a/AItbvmkOhIK8hJIt48TelYLT-AMsBDnk8Vgsus565_S3=mo,Nice,5,0,,,,,,
8c43fef6-e02c-4893-bd9c-0af62ff0276b,sharath chandra,https://play-lh.googleusercontent.com/a/AItbvmlUF1YlugMW7S7jvH3O7GbHVuHc5JJjHajT-zcN=mo,Very nice to calculate EMI,5,0,1,0,0,0,0,0
95a5b6d8-8445-43c4-9a91-02092dde1a9b,Om parkash Panchal,https://play-lh.googleusercontent.com/a/AItbvmlHcYn6FkK9oN3Jd_JZeFstRa_uoVFf4pMTq2-F=mo,Very nice,5,0,,,,,,
1944dd8f-be35-4a4a-8ed3-e87791e77a81,Ashish Gupta,https://play-lh.googleusercontent.com/a/AItbvmnoMXmTarWxR73G1cf55_oqa6oDTB-MlYp5Et3w=mo,"Very irritating, bundled with much event buttons none of them is useful.",1,0,1,0,0,1,0,0
5f017d47-8aeb-4b5d-98a3-fd04686a2bbc,Anuj Tiwari,https://play-lh.googleusercontent.com/a-/AFdZucp_XIuKxVgskcFSzx3VNjAezWBlLUA8DL7Xa926fA,very good to use,4,0,,,,,,
6f8a4301-fcc3-4f3f-9a34-a958240a8fd8,vithal kalel,https://play-lh.googleusercontent.com/a/AItbvml-9v0yeNxGLktRa0X2aAsvxpjAraS4wJr6qH7z=mo,Good 👍,5,0,,,,,,
e1676e24-117f-4839-85d6-e0d50b9cba33,Bholanath Barman,https://play-lh.googleusercontent.com/a-/AFdZucoBt0qLOWiyCvNALfS_Dor5nIHslDa_B2wQxxf4OA,Good,4,0,,,,,,
5213c55f-dc80-4185-ba81-79f8d1aa10cd,Shivam Chaturvedi,https://play-lh.googleusercontent.com/a-/AFdZucpSWSXEOVah4usRUWdumsXc03Xx3qY7uWmI_fJD,Nice,4,0,,,,,,
6d5800a5-884f-4bc3-93f7-ec4d2ecda369,Javed Shekh,https://play-lh.googleusercontent.com/a/AItbvmny-1hoUfiD2nuqCGTn7vOrUaA1LLMkuE82nXE=mo,OssssssM App,5,0,,,,,,
6302df80-f617-447c-bf07-da72e99fcbd0,Jitendra Singh,https://play-lh.googleusercontent.com/a-/AFdZucrUfD4_BPmSDUPFxoEha5RRCqPYv-b7u0excCGy4sg,Good,5,0,,,,,,
f292deeb-ef9c-48b2-b006-b50461e33b66,golam rahman,https://play-lh.googleusercontent.com/a-/AFdZucr7ViCJ6-dh4Wqmypocqb8dp2x88jIJSWspLTwb,Very good,5,0,,,,,,
1a6e0753-7b03-4203-bf67-37f7711688b0,Bikshapathi Raju,https://play-lh.googleusercontent.com/a-/AFdZucqv38Mb_Rv35cHdN-VulaXv-vI0Tziy2v2P4g4W,Good morning mam and mam how,5,0,,,,,,
3b98f280-4509-44d6-88c7-7c0a901f6341,Anis Bavan,https://play-lh.googleusercontent.com/a-/AFdZucrUvUZJqol9Ol1Zy3WQDd16514pcGAuAaNfwc6HWw,Very bad,1,0,,,,,,
76a9369f-ecd5-4b98-92f2-c0fab0c7c659,Shoaib Shaikh,https://play-lh.googleusercontent.com/a/AItbvmkzQDMa-GgcuZEbmmPvKro7WA8NlXFhWTPAJIU=mo,Very helpful,5,0,0,1,0,0,0,0
271b77cd-fb59-45e7-8610-6ff1dd636d0b,NOHAR LAL SAHU,https://play-lh.googleusercontent.com/a-/AFdZucoV1bBxXWh8fckJfJMCO6DuWIP6KCcoJsSROehEuQ,Nice,5,0,,,,,,
7eb71fe2-c2f7-49f6-8ad8-fe6b81a23f59,Chandrashekar Kasanakandi,https://play-lh.googleusercontent.com/a-/AFdZucqNLDUsQpvksYPil5sQOq3xx3Ih8w5YCO9oHCfy,Worst app.... Not showing any keypad when you are on the field,1,1,1,0,0,1,0,0
034bbac8-cf64-4cdd-bd2f-820156c766eb,yogesh reddy,https://play-lh.googleusercontent.com/a-/AFdZucrQrpeycNdHMZEiSp9I4RMRU1q_B5Dn1ZANCwUAEQ,Simple format,4,0,1,0,0,0,0,0
adccd63a-671a-4289-995e-c6853f1ce70e,Naresh Das,https://play-lh.googleusercontent.com/a/AItbvmmv0ScwJkAIHgzOkYB5AvDhsrCpG16os9WOLDAn=mo,Okay,5,0,,,,,,
9c295b7e-dbd8-441c-99f8-4a398f7d40f2,DHIREN KUMAR SAHOO,https://play-lh.googleusercontent.com/a/AItbvmkKx7xxfHzrv6w8NEsVor89_xpHN97z621CW8qJ=mo,Good,5,0,,,,,,
9e8987e1-f421-495c-a3ac-9c0f7790d951,Akshay Kulal,https://play-lh.googleusercontent.com/a-/AFdZucq9yYlmmXZwCyWX4Z4fLcx7sQPOdgezR6KkcpXC-Q,Too much adds...poor app,1,0,0,1,0,0,0,0
f9e6ea69-3635-4ead-8853-e79369744bbc,Sai Finance & Insurance,https://play-lh.googleusercontent.com/a/AItbvmnkQoFkgJwlVW7sZ89_dSYCLj73TIWG7opwSTMcCA=mo,Good,5,0,,,,,,
7d1ec191-3819-4283-80ca-4d910ce2ff24,Dr. Manish Kumar,https://play-lh.googleusercontent.com/a-/AFdZucrCBZkX4AzWWrmZT7oVQBeKvE33l896qE_RFTYpRg,"App Not starting. I have purchased in past and lifetime subscriber. I also uninstall abd re-install app, frist time starts normally but after that when I restore my paid version same issue will happened next time. App only start on lunch screen and stuck hare. Fix it.",1,39,0,0,1,1,1,0
6efc4f49-ff98-459a-ba30-031485a8102b,manoj patel,https://play-lh.googleusercontent.com/a/AItbvmnhbR2wHv-5RqPtUVJzsOceQka1jxGRMbqS89OH=mo,Excellent,5,0,,,,,,
76af06a7-8818-4ff5-aee4-832c9221366f,Mani Maran,https://play-lh.googleusercontent.com/a/AItbvmlZlDxQ3K9HnIB5igBjgIHyrQTW5Yw67nrJzA6A=mo,Very good app very very useful for me,5,0,0,1,0,0,0,0
70013b95-f5de-4bf6-b868-ad2a91aa02d8,Pinkal Patel,https://play-lh.googleusercontent.com/a-/AFdZucriWS26comUGgqIWndxtLmoJQW6RwRyTmu3-KtrHQ,Zero rating not available,1,0,0,1,0,0,0,0
7e76723d-97ed-4da6-a4ba-c4b4b7066236,Suraj Mr,https://play-lh.googleusercontent.com/a-/AFdZucrduNUJF8VI46_Z0wJfrc_c615PJ1p8kpHjTpmSYQ,"Changed my rating from five to one. Annoying pop-up ads... For checking one emi, we need to close 5adds.",1,0,0,1,0,0,0,0
6e7fbceb-8493-4326-bf44-85e3f6a1fc05,Krishna Moorthy,https://play-lh.googleusercontent.com/a-/AFdZucoohRQM_SG3jVBHwy3dPTd-vJr1piQw6NfcDoc33A,Why do you need access to location and storage. Useless app,1,0,0,0,0,1,0,0
